month_date_yyyymm,state,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy
202102,arkansas,199950,0.0048,0.0529,5333,-0.1283,-0.5581,2076,-0.0424,-0.3739,160,0.2903,0.4286,102.3559961,0.0064,0.0558,1899.5,-3.00E-04,-0.0081,304747.1895,0.0285,0.1671
202102,oregon,489975,0.0103,0.1529,4347,-0.0684,-0.5817,3692,0.0418,-0.2622,200,-0.3506,-0.8168,265.0907385,0.022,0.2132,1856.5,-0.0224,-0.0528,709340.2537,0.0364,0.2506
202102,new mexico,279250,-0.0062,0.0782,3857,-0.0498,-0.3884,1676,0.1448,-0.1518,220,0.4474,1.1154,138.7523207,0.0031,0.0774,1938,-0.0102,-0.0112,448595.9273,-0.0084,0.1704
202102,wyoming,273000,0.0302,0.0302,1539,-0.0746,-0.3729,556,0.0451,-0.1524,28,0.4,0,130.3357532,0.0268,0.0557,2098,-0.0233,0.0029,644431.0588,0.014,-0.0749
202102,alabama,263297.5,0.0285,0.1017,9378,-0.1295,-0.5031,4668,0.0648,-0.2241,760,-0.2149,0.0734,122.6647532,0.0171,0.1306,1981,-0.009,-0.012,358484.9342,0.0263,0.1542
202102,oklahoma,220700,0.0036,0.027,5750,-0.1313,-0.5417,2440,-0.2199,-0.4434,356,0.2192,0.7115,111.5766545,-0.004,0.0398,1856,-0.0064,-0.0232,337684.6835,0.0274,0.1925
202102,pennsylvania,267000,0.0273,0.1867,15414,-0.1424,-0.5054,7588,0.0215,-0.3169,736,0.1084,0.2958,138.3163812,0.023,0.2587,1602,0.0012,-0.0447,417777.8651,0.0459,0.2641
202102,missouri,237500,0.0463,0.1881,8363,-0.1726,-0.5404,4236,-0.0468,-0.3426,704,0.1069,1.3158,124.2906336,0.0322,0.1449,1787.5,0.0014,0.0244,351774.949,0.0472,0.2579
202102,hawaii,639500,0.0024,-0.0491,5303,-0.3041,-0.0483,1524,0.027,-0.0639,108,0.5,1.7,570.3617185,0.0421,0.0777,1120,-0.0175,-0.1153,1282705.627,0.1001,-0.0507
202102,ohio,202400,0.0658,0.1258,10179,-0.2077,-0.553,6400,-0.0482,-0.3504,300,0.1029,-0.2021,103.6121109,0.0211,0.1113,1588.5,0.0028,-0.0448,313066.4665,0.053,0.1988
202102,michigan,249950,0.0419,0.1908,11916,-0.1716,-0.5913,6728,0.0145,-0.3234,508,-0.2659,0.27,149.1903315,0.0417,0.2002,1623.5,0.004,-0.007,394535.0596,0.0695,0.2906
202102,georgia,342450,0.038,0.1569,23857,-0.1598,-0.5789,16780,0.0599,-0.2455,2792,-0.0332,0.2014,133.992377,0.0339,0.1897,1868,-0.0053,-0.0888,506807.1336,0.0432,0.2458
202102,new york,578500,0.0061,0.183,51893,-0.0584,-0.0919,12128,-0.0753,-0.2196,744,0.1772,0.3881,235.5,0.0326,0.4382,1343,-0.0022,-0.0732,1281388.531,0.0175,0.1686
202102,minnesota,316950,0.0569,0.0744,7668,-0.0968,-0.4737,4768,0.1506,-0.2235,496,-0.0534,1.7556,171.6304838,0.0271,0.1503,1855,0.0022,-0.0631,432610.7944,0.0422,0.1148
202102,alaska,309950,0.0335,0.0692,1212,-0.0846,-0.4501,528,0.1579,-0.175,44,0.8333,1.75,191.1371237,0.0177,0.1225,1628,-0.0025,-0.0367,406112.0416,0.0186,0.2321
202102,maine,298000,0.0279,0.1925,2503,-0.1687,-0.5728,1016,0.0901,-0.0961,72,0.125,0.8,177.7528206,0.034,0.1896,1656,-0.0048,0.0061,477851.1377,0.0346,0.2446
202102,colorado,552915.5,0.0335,0.1061,8449,-0.09,-0.4683,6328,0.0918,-0.095,888,0.1269,0.5,265.1631069,0.0228,0.2662,2050.5,-0.007,-0.1413,1325252.466,0.0352,0.2854
202102,delaware,358750,0.0021,0.0901,1418,-0.1037,-0.6015,728,-0.0215,-0.4033,352,0.5714,1.2564,171.6445067,0.0075,0.1155,1930.5,-0.0023,-0.0181,494496.8807,0.0066,0.1386
202102,washington,534450,0.018,0.162,5078,-0.0893,-0.5349,5548,0.0405,-0.2065,380,-0.3116,-0.5052,284.9411538,0.0344,0.2698,1800,-0.0022,-0.1094,813826.1244,0.0112,0.2385
202102,south carolina,278578,-0.0047,-0.0047,11829,-0.1394,-0.5342,6140,0.0887,-0.2116,2456,-0.0612,1.4758,138.093898,0.0075,0.0898,1614,-0.0248,-0.0798,465430.0452,0.015,0.1031
202102,louisiana,257400,0.0296,0.144,8604,-0.1039,-0.4832,3420,0.0648,-0.2199,476,0.5256,1.7045,127.8914944,0.0075,0.0918,1950.5,0.0059,0.0233,360906.2,0.0286,0.2111
202102,nebraska,266725,0.0464,0.116,2665,-0.1228,-0.4347,1016,-0.1533,-0.4279,184,-0.4321,0.6429,124.9718109,0.0188,0.0542,1942,0.0189,0.0352,330983.0382,0.0379,0.061
202102,arizona,427000,0.0191,0.1544,6525,-0.2056,-0.6334,6912,-0.0046,-0.2188,664,-0.2845,-0.3386,217.732436,0.0179,0.1982,2061,0.0123,-0.0237,833868.6023,0.0816,0.377
202102,north dakota,239950,0.0211,0.0669,1780,-0.1064,-0.3548,504,-0.131,-0.3152,156,18.5,3.875,116.7849746,0.0172,0.0556,2085,0.0102,0.0048,289458.162,0.0317,0.0646
202102,texas,304052,0.0135,0.0511,43287,-0.145,-0.5199,26544,0.0268,-0.2463,5452,-0.2273,0.247,147.7890625,0.0134,0.1138,2062,-0.0087,-0.0511,478263.7972,0.0291,0.1689
202102,new jersey,442660,0.0065,0.135,18148,-0.1038,-0.4869,10020,0.0351,-0.3244,436,-0.3013,-0.1066,24.304,-0.566,-0.6236,232.5,-0.5459,-0.7064,698490.9608,0.0328,0.1832
202102,kentucky,229947.5,0.0224,0.0955,5214,-0.168,-0.552,2512,0.0064,-0.3076,248,1.48,0.8788,116.392691,0.0118,0.1079,1810.5,0.0081,-0.0261,325374.3731,0.0431,0.1321
202102,iowa,231945,0.0548,0.137,7201,-0.0763,-0.4432,2612,0.1317,-0.2777,364,0.0581,0.1519,136.7695019,0.0375,0.1057,1582,0.0089,-0.01,263561.095,0.0314,0.0892
202102,california,799500,0.0316,0.3551,35225,-0.057,-0.3996,29956,0.1118,-0.0939,1440,0.1077,-0.2157,468.6875,0.0506,0.4923,1828,-0.0065,-0.024,1927367.115,0.0575,0.4667
202102,montana,419450,0.0489,0.2019,2029,-0.1388,-0.5695,780,0.0598,-0.296,52,-0.2353,-0.1333,197.9749883,0.0077,0.1256,2139.5,-0.0026,0.0242,948161.6277,0.0396,0.4365
202102,kansas,190300,0.0342,0.0813,3413,-0.1629,-0.5633,1524,-0.1201,-0.4227,264,0.6098,1.129,100.7250775,0.0274,0.1175,1913,0.0058,-0.0109,320392.9018,0.0712,0.1587
202101,louisiana,250000,0,0.1116,9602,-0.0622,-0.4244,3212,0.0925,-0.2495,312,0.7333,0.814,126.9451269,0.0036,0.0875,1939,-0.0049,0.0208,350869.9669,-0.012,0.1814
202101,nebraska,254900,0.0364,0.0826,3038,-0.1009,-0.3801,1200,0.0204,-0.2611,324,2,3.5,122.65978,0.0123,0.0415,1906,-0.0063,0.0187,318883.3829,0.0197,0.1268
202101,georgia,329900,0.0302,0.1185,28395,-0.1291,-0.5163,15832,0.1312,-0.2822,2888,0.2916,0.1683,129.59375,0.0233,0.1585,1878,-0.0084,-0.0835,485839.9832,0.0565,0.2062
202101,michigan,239900,0.0254,0.1705,14385,-0.1643,-0.536,6632,-0.0332,-0.2945,692,0.6961,0.7475,143.2208784,0.0277,0.1656,1617,-0.0089,-0.0119,368885.6889,0.0435,0.2263
202101,texas,300000,3.00E-04,0.0471,50628,-0.1179,-0.4446,25852,0.113,-0.2256,7056,0.706,0.5194,145.8333333,0.0113,0.1079,2080,-0.0086,-0.0415,464753.5904,0.0227,0.1444
202101,indiana,199900,-0.003,0.0527,7948,-0.1318,-0.5032,3888,-0.0102,-0.2708,236,0.5526,0.2826,108.4644601,0.0118,0.1251,1796,-0.0151,-0.0557,282289.7938,0.0215,0.0744
202101,arizona,419000,0.0771,0.1403,8214,-0.1485,-0.569,6944,0.11,-0.2603,928,0.3488,0.0357,213.9037433,0.046,0.1919,2036,0.0372,-0.041,770973.6373,0.1594,0.2833
202101,vermont,329000,0.0123,0.1546,1685,-0.1319,-0.5526,452,0.0971,-0.163,24,0.5,-0.25,167.4107143,0.0193,0.1566,1997,0.0058,0.0076,539560.9715,0.0484,0.2914
202101,alaska,299900,0,0.0449,1324,-0.1599,-0.4238,456,0.3412,-0.1429,24,0.5,0.2,187.8130217,0.0486,0.1152,1632,-0.0189,-0.0306,398680.5196,0.0408,0.2264
202101,new york,575000,0.0084,0.2242,55114,-0.1079,-0.0307,13116,0.3422,-0.1065,632,0.0676,0.2061,228.0625,0.0332,0.4242,1346,-0.0282,-0.0834,1259411.035,0.0302,0.1789
202101,alabama,256000,0.0242,0.0848,10773,-0.1028,-0.4371,4384,0.1322,-0.2126,968,0.3596,1.0862,120.608,0.017,0.1041,1999,0.002,0.0101,349300.4362,0.0255,0.1272
202101,colorado,535000,0.0417,0.083,9285,-0.1634,-0.4529,5796,0.2491,-0.1022,788,0.216,0.1257,259.2592593,0.0559,0.2215,2065,-0.0157,-0.0816,1280167.608,0.1072,0.2742
202101,california,775000,0.066,0.367,37353,-0.1374,-0.366,26944,0.2039,-0.1167,1300,-0.0947,-0.0552,446.125,0.06,0.4829,1840,0.02,-0.0179,1822620.912,0.1419,0.4192
202101,wyoming,265000,0,-0.0017,1663,-0.1275,-0.3473,532,0.1271,-0.05,20,0.25,0.6667,126.9349845,0.0122,0.0331,2148,0.0028,0.0221,635528.2536,0.0208,-0.0718
202101,south carolina,279900,-2.00E-04,0.0141,13745,-0.102,-0.4688,5640,0.0578,-0.2587,2616,1.311,2.0419,137.0598592,0.021,0.2514,1655,-0.0072,0.1026,458562.3044,0.0244,0.0974
202101,connecticut,399900,0.0387,0.1111,9735,-0.184,-0.3596,3292,0.151,-0.148,204,0.5,0.8214,196.3141026,0.0352,0.1428,2033,0.0084,-0.0228,924046.2016,0.0904,0.2401
202101,hawaii,638000,-0.007,-0.0686,7620,0.0486,0.3671,1484,0.0027,-0.0929,72,0.3846,1.5714,547.3372781,-0.0045,0.0246,1140,-0.0057,-0.1038,1165948.933,-0.0326,-0.1586
202101,west virginia,159900,-0.0309,0,3550,-0.1071,-0.4701,1020,0.1697,-0.3052,92,0.15,0.5333,83.27380952,-0.0183,0.0176,1610,-0.0019,-0.0225,249249.6346,0.0109,0.1034
202101,massachusetts,639900,0.05,0.2426,7115,-0.2094,-0.4124,4320,0.2027,-0.1212,232,0.2889,0.45,355.2492047,0.0396,0.3321,1791,0.0133,-0.0544,1178242.895,0.0796,0.3861
202101,rhode island,425000,0.0982,0.1647,1233,-0.1555,-0.5247,872,0.1122,-0.1896,24,0.5,2,258.75,0.0475,0.164,1613,0.0157,-0.0068,855218.2551,0.1572,0.4316
202101,illinois,224900,-0.0446,0.0441,30479,-0.116,-0.3576,12036,0.2327,-0.2417,692,0.7475,1.5821,117.765625,-0.0493,0.0803,1535,-0.0116,-0.0931,373318.1658,0.0175,0.1313
202101,ohio,189900,0.0048,0.0759,12848,-0.1467,-0.4904,6724,-0.0024,-0.3222,272,-0.3818,-0.15,101.4760148,-0.0013,0.0873,1584,-0.0264,-0.0481,297312.0983,0.0503,0.1652
202101,new mexico,280990,0.0039,0.0978,4059,-0.1073,-0.3711,1464,0.0457,-0.1903,152,0.3103,1.5333,138.3246701,-0.0104,0.0812,1958,0.001,0.0028,452379.865,0.0203,0.1707
202101,new jersey,439800,0.0062,0.1577,20250,-0.1487,-0.4224,9680,0.2064,-0.2466,624,0.2581,0.4054,56,0.7466,-0.2872,512,0.323,-0.4305,676315.0019,0.0312,0.1682
202101,florida,349500,0.0132,0.0281,83139,-0.1026,-0.3919,32896,0.0715,-0.2612,7416,0.5322,0.9495,211,0.0399,0.1317,1593,-0.0176,-0.0876,786828.9043,0.055,0.1324
202101,maine,289900,-0.0173,0.1601,3011,-0.1751,-0.5175,932,0.0639,-0.1619,64,0.4545,0.4545,171.901528,-0.0229,0.1696,1664,-0.0063,0.0012,461881.1786,0.0343,0.2152
202101,north dakota,235000,-0.0053,0.0444,1992,-0.1491,-0.2951,580,0.2609,-0.1049,8,-0.6,-0.6667,114.8148148,0.0022,0.0421,2064,-0.0082,-0.0105,280566.2125,0.0038,0.0351
202101,kentucky,224900,0.0131,0.1248,6267,-0.1192,-0.4981,2496,-0.0824,-0.354,100,-0.1379,0.087,115.0305645,-0.0058,0.1007,1796,0.0056,-0.0156,311928.8017,0.0012,0.1229
202101,district of columbia,595000,-0.0198,-0.1377,1469,-0.1399,0.2513,808,0.3032,0.0919,24,1,2,589.0127389,0.0126,0.1722,1028,-0.0247,-0.2586,988596.0935,0.0426,-0.0425
202101,oregon,485000,0.0232,0.1426,4666,-0.1712,-0.5762,3544,0.1845,-0.1634,308,-0.8444,-0.0723,259.377494,0.0416,0.1943,1899,-0.0127,-0.0407,684443.8063,0.0639,0.2092
202101,tennessee,325000,0.0317,0.1346,10317,-0.1442,-0.5468,5832,0.0946,-0.3168,828,0.0725,0.6299,151.6634051,0.0337,0.1804,1840,-0.0081,-0.08,496358.9822,0.0569,0.2208
202101,montana,399900,0.0086,0.1458,2356,-0.1293,-0.5245,736,0.1084,-0.2784,68,0.7,0.8889,196.4664311,0.0078,0.1278,2145,0.018,0.0054,912047.0059,0.0706,0.3901
202101,iowa,219900,0.0233,0.1037,7796,-0.1043,-0.4056,2308,0.1448,-0.3822,344,-0.2182,1.8667,131.8288394,0.0093,0.0918,1568,-0.0051,-0.0294,255536.8422,0.0048,0.0686
202101,nevada,350000,0,0.034,7085,-0.1454,-0.3181,3360,0.0244,-0.1411,360,0.0843,-0.011,197.342445,0.0213,0.0927,1799,-0.0107,-0.0423,662584.7705,0.069,0.0556
202101,arkansas,199000,-0.0045,0.0529,6118,-0.1042,-0.5046,2168,0.0403,-0.3813,124,0.3478,-0.2051,101.7060367,-0.0142,0.0546,1900,-0.0094,-0.0068,296300.2143,0.0183,0.1419
202101,missouri,227000,0.0558,0.145,10107,-0.1475,-0.471,4444,0.0137,-0.1879,636,0.963,2.2449,120.4081633,0.0276,0.1108,1785,0.0119,0.0276,335911.4431,0.0682,0.2256
202101,oklahoma,219900,-2.00E-04,0.0423,6619,-0.1339,-0.4876,3128,0.15,-0.2581,292,0.4314,0.3519,112.0283019,0.0055,0.0594,1868,-0.0088,-0.0268,328691.6502,0.046,0.1568
202101,washington,525000,0.0501,0.1527,5576,-0.2105,-0.5199,5332,0.2151,0.1374,552,-0.3202,0.0698,275.4591837,0.0307,0.2461,1804,-0.0115,-0.1091,804850.9107,0.0837,0.2461
202101,new hampshire,399000,0.0528,0.165,1452,-0.2244,-0.5964,932,0.0175,-0.137,76,0.2667,0.3571,217.202381,0.0845,0.259,1860,-0.0032,-0.0353,580646.4477,0.1114,0.2817
202101,pennsylvania,259900,0.0017,0.1868,17974,-0.1271,-0.4499,7428,0.1207,-0.2006,664,0.1216,0.2029,135.2040816,0.0056,0.259,1600,-0.019,-0.0436,399448.4569,0.0312,0.2378
202101,idaho,465000,0.0816,0.2418,1824,-0.1879,-0.6905,1236,-0.0608,-0.4069,112,-0.3,-0.3778,237.892562,0.0755,0.3695,2108,0.0278,-0.0418,997150.2311,0.1877,0.6255
202101,delaware,358000,0.0258,0.1002,1582,-0.1558,-0.5609,744,0.1205,-0.2619,224,0.12,0.1667,170.3703704,0.0405,0.1105,1935,-0.0036,-0.0133,491277.3221,0.0473,0.15
202101,kansas,184000,-0.0315,0.0323,4077,-0.1397,-0.4951,1732,0.0023,-0.2925,164,0.1714,0.1389,98.03921569,-0.0133,0.0818,1902,-8.00E-04,-0.0196,299086.4655,0.0177,0.0934
202101,utah,589900,0.0726,0.3583,3308,-0.1674,-0.6446,2332,0.0139,-0.3352,304,0.0411,-0.4865,220.0840522,0.0363,0.3316,2553,0.0139,-0.0309,1256900.721,0.1335,0.5874
202101,mississippi,220000,-0.0092,0.1064,5252,-0.0869,-0.4452,1708,0.1266,-0.2625,248,1.2143,1.2963,104.56621,0.0093,0.0882,2000,-0.0017,0.0145,298304.6969,0.0043,0.1495
202101,minnesota,299900,0.0168,0.0572,8490,-0.1796,-0.4284,4144,0.1224,-0.0983,524,1.2586,1.7292,167.0962199,0.0412,0.1466,1851,-0.0107,-0.0575,415079.3004,0.0535,0.1043
202101,south dakota,239900,-0.0021,0.0105,1726,-0.0897,-0.4087,632,0.2951,-0.164,36,0.5,2,136.3298202,0.0197,0.0986,1744,-0.0514,-0.0794,314071.8706,-0.0352,0.0251
202101,wisconsin,259900,0.0398,0.0698,7688,-0.1799,-0.5017,3260,0.1226,-0.197,188,1.35,1.7647,145.6571429,0.0702,0.1084,1700,0.0119,-0.0368,369118.1044,0.0506,0.1276
202101,north carolina,350000,0.0303,0.124,16818,-0.1378,-0.5437,8116,0.0035,-0.3127,2160,0.7476,0.8493,152.8531856,0.0375,0.1479,1885,0.0059,-0.0333,509572.5969,0.0631,0.217
202101,maryland,349000,0.0205,0.0579,6885,-0.1406,-0.5358,4668,0.0937,-0.1482,524,0.1197,0.4396,186.3491423,0.0163,0.1277,1678,-0.0256,-0.0927,525379.2477,0.0496,0.1709
202101,virginia,345900,-0.0016,0.0906,13550,-0.1406,-0.4565,7976,0.1674,-0.1212,1272,0.3475,0.6224,171.4228571,0.0121,0.1703,1965,-0.0071,-0.0654,561884.1095,0.0461,0.2251
202012,rhode island,387000,0,0.0917,1460,-0.1386,-0.4976,784,-0.3147,0.1462,16,0.3333,,247.0172711,-0.0017,0.1174,1588,3.00E-04,-0.0246,739059.713,0.0217,0.2598
202012,connecticut,385000,0.0133,0.0885,11930,-0.1589,-0.3084,2860,-0.3018,0.3542,136,-0.0556,1,189.6423508,0.0143,0.1166,2016,-0.004,-0.0324,847461.2371,0.0382,0.1693
202012,maryland,342000,-0.0213,0.0395,8011,-0.132,-0.5214,4268,-0.259,0.0617,468,-0.0714,0.1359,183.356247,-0.0026,0.1158,1722,-0.0221,-0.0722,500562.9753,-0.0049,0.1364
202012,florida,344950,-1.00E-04,0.0297,92648,-0.0489,-0.3356,30700,-0.0945,-0.0828,4840,0.0151,0.5593,202.90625,0.0068,0.1058,1621.5,-0.0101,-0.07,745776.7223,0.0134,0.1184
202012,mississippi,222050,-0.0153,0.1172,5752,-0.0483,-0.4325,1516,-0.1166,-0.1464,112,-0.3,0.75,103.6000217,-0.0021,0.0843,2003.5,-0.0116,0.0139,297020.014,-0.0054,0.1444
202012,georgia,320227.5,-0.0147,0.1004,32606,-0.0946,-0.4908,13996,-0.1867,-0.1309,2236,-0.021,0.2152,126.640625,2.00E-04,0.1337,1894,-0.0135,-0.0702,459858.009,-0.0095,0.1563
202012,alaska,299900,0.0022,0.0523,1576,-0.1264,-0.4071,340,-0.2609,-0.2478,16,-0.2,-0.2,179.1000254,0.0125,0.0769,1663.5,-0.0098,-0.0119,383036.6149,0.0121,0.1923
202012,nebraska,245950,0.0165,0.0719,3379,-0.0704,-0.3779,1176,-0.2011,-0.1091,108,0.125,1.7,121.1743042,0.0107,0.0548,1918,0.001,0.0238,312724.2204,0.0236,0.1253
202012,west virginia,165000,-0.0237,0.0049,3976,-0.0695,-0.4569,872,-0.2733,-0.0522,80,1,1,84.82426057,0.0098,0.0213,1613,0.005,-0.0312,246569.6194,-0.0041,0.0944
202012,maine,295000,0,0.18,3650,-0.122,-0.4775,876,-0.3578,0.0282,44,-0.0833,0.5714,175.9256233,0.0104,0.1932,1674.5,-0.0033,-0.0015,446567.1565,-0.0056,0.1617
202012,oklahoma,219949.5,-0.0206,0.0526,7642,-0.0809,-0.4344,2720,-0.2511,-0.1856,204,0.2439,0.3421,111.4169733,-4.00E-04,0.0629,1884.5,-0.0126,-0.021,314251.5774,-0.0064,-0.0191
202012,louisiana,249999.5,-0.0018,0.1114,10239,-0.0447,-0.4267,2940,-0.1015,-0.108,180,0.0465,0.5517,126.4931353,0.0017,0.0822,1948.5,-0.0079,0.0236,355124.9605,0.0188,0.2015
202012,delaware,349000,-0.0026,0.0906,1874,-0.0832,-0.513,664,-0.2719,0.0779,200,-0.1525,1.6316,163.743066,0.0144,0.0819,1942,-0.0077,-0.0117,469107.3074,-0.0101,0.1114
202012,illinois,235400,-0.0563,0.0727,34477,-0.1133,-0.3299,9764,-0.2778,-0.0149,396,0.0102,0.7069,123.875,-0.0272,0.1205,1553,-0.0168,-0.08,366882.55,-0.0301,0.113
202012,missouri,215000,-0.0225,0.0804,11856,-0.0906,-0.4397,4384,-0.2254,0.0359,324,0.0253,0.0658,117.1692493,-0.003,0.0794,1764,-0.02,0.0158,314462.6643,-0.0101,0.1548
202012,montana,396500,-0.0025,0.1338,2706,-0.1022,-0.5087,664,-0.1027,-0.1616,40,-0.0909,0.6667,194.9440944,0.0091,0.1239,2107,-0.0205,-0.0154,851910.3839,0.043,0.3552
202012,massachusetts,609450,-0.0248,0.1733,8999,-0.2132,-0.3704,3592,-0.3891,0.4414,180,-0.1818,0.3235,341.7255728,-0.0215,0.286,1767.5,0.0048,-0.0732,1091332.52,-0.0059,0.296
202012,hawaii,642500,0.0023,-0.0572,7267,0.1112,0.2525,1480,-0.0585,0.0979,52,0,0.625,549.7908092,-0.0032,0.053,1146.5,-0.0086,-0.1147,1205207.944,-0.0189,-0.1065
202012,new hampshire,379000,0.0096,0.1165,1872,-0.1684,-0.5529,916,-0.3382,0.199,60,-0.2105,-0.1176,200.2737649,0.0246,0.1802,1866,-0.0215,-0.0438,522433.7284,0.0068,0.1738
202012,utah,549950,0.031,0.3018,3973,-0.1404,-0.6104,2300,-0.1248,-0.1235,292,0.0735,-0.0988,212.3702456,0.027,0.3086,2518,-0.0047,-0.0362,1108825.63,0.047,0.4949
202012,south dakota,240400,0,0.0135,1896,-0.1346,-0.4427,488,-0.1644,-0.0687,24,5,2,133.7018738,0.0112,0.0939,1838.5,-0.0081,-0.0449,325533.705,0.0239,0.0774
202012,indiana,200500,-0.045,0.0561,9155,-0.1035,-0.4802,3928,-0.2538,-0.0447,152,-0.1556,-0.283,107.1999889,4.00E-04,0.1178,1823.5,-0.0342,-0.0522,276352.1573,-0.0308,0.0776
202012,pennsylvania,259450,-0.0155,0.1852,20591,-0.0989,-0.427,6628,-0.3038,-0.003,592,0.1935,0.451,134.4460923,-0.0027,0.2459,1631,-0.0118,-0.0292,387373.3816,-0.0085,0.2165
202012,arkansas,199900,-5.00E-04,0.0577,6830,-0.053,-0.4812,2084,-0.1473,-0.1834,92,-0.2813,0.2778,103.1732942,2.00E-04,0.0682,1918,-0.0129,0.0045,290967.7413,-0.0073,0.1266
202012,kentucky,222000,-0.0133,0.0971,7115,-0.0446,-0.4759,2720,-0.1615,-0.0029,116,-0.2927,-0.1471,115.7013047,0.0041,0.108,1786,-0.013,-0.0259,311542.7836,-0.0253,0.1256
202012,south carolina,279950,-0.0175,0.018,15307,-0.0646,-0.4395,5332,-0.1172,-0.0341,1132,-0.0752,0.8993,134.2415229,-0.0011,0.238,1667,-0.0113,0.1036,447643.0341,-0.0073,0.0754
202012,wyoming,265000,-0.0084,-0.0112,1906,-0.098,-0.3241,472,-0.1387,0.0826,16,1,1,125.4005275,-0.004,0.0175,2142,-0.007,0.0104,622600.9844,0.0327,-0.0849
202012,district of columbia,606999.5,0.0118,-0.1202,1708,-0.1136,0.2939,620,-0.3202,0.7033,12,-0.25,0.5,581.6768988,6.00E-04,0.1672,1054,0.0024,-0.2461,948225.9409,0.0262,-0.055
202012,alabama,249950,0,0.0679,12007,-0.0516,-0.4119,3872,-0.1879,-0.0528,712,0.1056,0.7624,118.5955869,0.0082,0.0977,1995,-0.0114,0.0137,340621.8252,-0.0033,0.1152
202012,wisconsin,249950,-0.0138,0.0417,9374,-0.1504,-0.4629,2904,-0.2875,0,80,-0.4118,-0.2308,136.1027611,0.001,0.0549,1680,-0.0198,-0.0471,351324.0845,0.005,0.0896
202012,michigan,233950,-0.0248,0.1471,17214,-0.1196,-0.507,6860,-0.2347,-0.0911,408,0.0303,0.3784,139.3588867,-0.0028,0.1356,1631.5,-0.0169,-0.0049,353491.3039,-0.0092,0.1912
202012,virginia,346465,-0.0161,0.0881,15766,-0.1174,-0.4258,6832,-0.2432,0.1919,944,-0.0598,1.0885,169.375,-0.0037,0.1579,1979,-0.0164,-0.059,537129.6253,-0.0042,0.1879
202012,colorado,513595.5,0.0016,0.0813,11099,-0.1576,-0.473,4640,-0.2423,-0.1278,648,0.0385,-0.0241,245.5406079,0.0145,0.1956,2098,-0.0157,-0.0812,1156263.16,0.0641,0.2546
202012,washington,499950,-0.0187,0.111,7063,-0.2051,-0.4854,4388,-0.2286,0.1356,812,0.0628,0.5037,267.2590127,-0.0067,0.2053,1825,-0.0106,-0.0929,742687.6354,-0.0014,0.1707
202012,north carolina,339700,-0.0052,0.0962,19505,-0.0926,-0.5118,8088,-0.1824,-0.0098,1236,-0.055,0.3205,147.3349609,0.0019,0.1121,1874,-0.0168,-0.039,479349.0192,0.0019,0.1585
202012,minnesota,294950,-0.0017,0.0612,10349,-0.1747,-0.3941,3692,-0.2378,0.1229,232,-0.2564,0.234,160.4856809,0.009,0.117,1871,-0.0147,-0.042,394001.0162,1.00E-04,0.0771
202012,new mexico,279900,-4.00E-04,0.0951,4547,-0.0715,-0.3478,1400,-0.1162,0.0294,116,0.45,0.2609,139.7775559,-0.0076,0.0804,1956,-0.0043,0.0036,443365.3891,-0.0074,0.1568
202012,california,727000,-1.00E-04,0.304,43302,-0.1551,-0.3422,22380,-0.2467,0.2248,1436,-0.0627,0.1656,420.890625,6.00E-04,0.3907,1804,-0.005,-0.0259,1596134.449,0.0388,0.3071
202012,iowa,214900,0,0.0995,8704,-0.0992,-0.3751,2016,-0.3244,-0.2664,440,0.0577,0.8966,130.6099379,0.0046,0.0892,1576,-0.0107,-0.0054,254321.5397,0.0014,0.074
202012,texas,299896,-0.0145,0.051,57396,-0.0857,-0.4107,23228,-0.1765,-0.0582,4136,0.135,0.0782,144.2109375,-7.00E-04,0.1019,2098,-0.0159,-0.0365,454427.2132,-0.0114,0.1305
202012,vermont,325000,0,0.1406,1941,-0.103,-0.5178,412,-0.259,-0.0374,16,-0.3333,0.3333,164.2415781,0.0097,0.131,1985.5,-0.0072,-0.0072,514631.6748,0.0101,0.2347
202012,north dakota,236250,-0.0154,0.0478,2341,-0.071,-0.2768,460,-0.2123,-0.0086,20,-0.1667,-0.2857,114.5662058,6.00E-04,0.0388,2081,5.00E-04,-0.0048,279510.8646,0.0025,0.0343
202012,nevada,349999,0,0.0449,8290,-0.1076,-0.2802,3280,-0.1106,0.0608,332,-0.0978,0.4561,193.2187289,0.007,0.0743,1818.5,-0.0146,-0.0194,619838.2045,0.0059,0.0367
202012,idaho,429900,-0.0094,0.1778,2246,-0.1395,-0.6686,1316,-0.1203,-0.2091,160,-0.4444,0.25,221.1927902,0.0126,0.2874,2051,-0.0289,-0.0585,839598.2854,0.0176,0.4532
202012,arizona,389000,-0.0019,0.1116,9647,-0.1392,-0.5277,6256,-0.2168,-0.0515,688,-0.181,-0.0995,204.4917967,0.0037,0.1635,1963,-0.0088,-0.0576,664991.671,0.0144,0.1886
